,event_id,PhysicalDataID,Station,Date,YSI,Time,Datetime,FlowDirection,VegetationRank,FieldComments_WQ,DataCorrectionComments,SamplingAltered,MeshSize,SamplingID,InvertDataID,ConditionCode,SetTime,FlowMeterSpeed,FlowMeterStart,FlowMeterEnd,FieldComments,InvertCode,SampleVolume,SampleID,Attribute,wet_mass,dry_mass,condition,SampleAltered,SubsampleNumber,DilutionVolume,Flag_SAMP,Comment_SAMP,Flag_LAB,Comment_LAB
1,STTD_2023-01-03 11:00:00,NA,STTD,1/3/2023,3,11:00:00,1/3/2023 11:00,D,2,NA,NA,Y,500,NA,NA,1,10,Low,866258,855725,Towed from jon boat (forward),NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,0.87480000000000002,0.21620000000000017,N,NA,NA,NA,,,,
2,STTD_2023-01-03 11:00:00,NA,STTD,1/3/2023,3,11:00:00,1/3/2023 11:00,D,2,NA,NA,Y,500,NA,NA,1,10,Low,866258,855725,Towed from jon boat (forward),NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
3,STTD_2023-01-03 11:00:00,NA,STTD,1/3/2023,3,11:00:00,1/3/2023 11:00,D,2,NA,NA,Y,500,NA,NA,1,10,Low,866258,855725,Towed from jon boat (forward),NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,4.4999999999997264E-3,<0.001,N,NA,NA,NA,,,,
4,STTD_2023-01-03 11:00:00,NA,STTD,1/3/2023,3,11:00:00,1/3/2023 11:00,D,2,NA,NA,Y,500,NA,NA,1,10,Low,866258,855725,Towed from jon boat (forward),NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,2.8000000000001357E-3,<0.001,N,NA,NA,NA,,,,
5,STTD_2023-01-03 11:00:00,NA,STTD,1/3/2023,3,11:00:00,1/3/2023 11:00,D,2,NA,NA,Y,500,NA,NA,1,10,Low,866258,855725,Towed from jon boat (forward),NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,3.2999999999998586E-3,<0.001,N,NA,NA,NA,,,,
6,STTD_2023-01-03 11:00:00,NA,STTD,1/3/2023,3,11:00:00,1/3/2023 11:00,D,2,NA,NA,Y,500,NA,NA,1,10,Low,866258,855725,Towed from jon boat (forward),NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,2.4000000000001798E-3,<0.001,N,NA,NA,NA,,,,
7,STTD_2023-01-03 11:00:00,NA,STTD,1/3/2023,3,11:00:00,1/3/2023 11:00,D,2,NA,NA,Y,500,NA,NA,1,10,Low,866258,855725,Towed from jon boat (forward),NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,3.9000000000002366E-3,<0.001,N,NA,NA,NA,,,,
8,STTD_2023-01-03 11:00:00,NA,STTD,1/3/2023,3,11:00:00,1/3/2023 11:00,D,2,NA,NA,Y,500,NA,NA,1,10,Low,866258,855725,Towed from jon boat (forward),NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,1.3000000000000789E-3,<0.001,N,NA,NA,NA,,,,
9,STTD_2023-01-03 11:00:00,NA,STTD,1/3/2023,3,11:00:00,1/3/2023 11:00,D,2,NA,NA,Y,500,NA,NA,1,10,Low,866258,855725,Towed from jon boat (forward),NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,5.7000000000000384E-3,1.4000000000002899E-3,N,NA,NA,NA,,,,
10,STTD_2023-01-03 11:00:00,NA,STTD,1/3/2023,3,11:00:00,1/3/2023 11:00,D,2,NA,NA,Y,500,NA,NA,1,10,Low,866258,855725,Towed from jon boat (forward),NA,NA,20230103_1100_STTD_DRIFT,Drift Invertebrates,5.8200000000000252E-2,2.0700000000000163E-2,N,NA,NA,NA,,,,
11,SHR_2023-01-04 08:50:00,NA,SHR,1/4/2023,3,8:50:00,1/4/2023 8:50,D,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,Y,500,NA,NA,1,5,Low,855635,852496,All tows reduced to half time b/c of silt concentration,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
12,SHR_2023-01-04 08:50:00,NA,SHR,1/4/2023,3,8:50:00,1/4/2023 8:50,D,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,Y,500,NA,NA,1,5,Low,855635,852496,All tows reduced to half time b/c of silt concentration,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,1.1999999999998678E-3,<0.001,N,NA,NA,NA,,,,
13,SHR_2023-01-04 08:50:00,NA,SHR,1/4/2023,3,8:50:00,1/4/2023 8:50,D,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,Y,500,NA,NA,1,5,Low,855635,852496,All tows reduced to half time b/c of silt concentration,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,4.5000000000001705E-3,<0.001,N,NA,NA,NA,,,,
14,SHR_2023-01-04 08:50:00,NA,SHR,1/4/2023,3,8:50:00,1/4/2023 8:50,D,1,Sampling was performed from dock instead of boat b/c of wind & flow,NA,Y,500,NA,NA,1,5,Low,855635,852496,All tows reduced to half time b/c of silt concentration,NA,NA,20230104_850_SHR_DRIFT,Drift Invertebrates,1.7000000000000348E-3,<0.001,N,NA,NA,NA,,,,
15,SHR_2023-01-11 09:12:00,NA,SHR,1/11/2023,3,9:12:00,1/11/2023 9:12,D,1,Sampled from dock,NA,Y,500,NA,NA,1,5,Reg,852318,859967,Towed from dock.,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
16,SHR_2023-01-11 09:12:00,NA,SHR,1/11/2023,3,9:12:00,1/11/2023 9:12,D,1,Sampled from dock,NA,Y,500,NA,NA,1,5,Reg,852318,859967,Towed from dock.,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,1.3000000000000789E-3,<0.001,N,NA,NA,NA,,,,
17,SHR_2023-01-11 09:12:00,NA,SHR,1/11/2023,3,9:12:00,1/11/2023 9:12,D,1,Sampled from dock,NA,Y,500,NA,NA,1,5,Reg,852318,859967,Towed from dock.,NA,NA,20230111_912_SHR_DRIFT,Drift Invertebrates,2.0000000000002238E-3,<0.001,N,NA,NA,NA,,,,
18,STTD_2023-01-12 10:10:00,NA,STTD,1/12/2023,3,10:10:00,1/12/2023 10:10,D,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,Y,500,NA,NA,1,5,Reg,860192,866218,Reduced sampling time to half.,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
19,STTD_2023-01-12 10:10:00,NA,STTD,1/12/2023,3,10:10:00,1/12/2023 10:10,D,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,Y,500,NA,NA,1,5,Reg,860192,866218,Reduced sampling time to half.,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,4.3999999999999595E-3,<0.001,N,NA,NA,NA,,,,
20,STTD_2023-01-12 10:10:00,NA,STTD,1/12/2023,3,10:10:00,1/12/2023 10:10,D,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,Y,500,NA,NA,1,5,Reg,860192,866218,Reduced sampling time to half.,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,1.2199999999999989E-2,4.0999999999997705E-3,N,NA,NA,NA,,,,
21,STTD_2023-01-12 10:10:00,NA,STTD,1/12/2023,3,10:10:00,1/12/2023 10:10,D,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,Y,500,NA,NA,1,5,Reg,860192,866218,Reduced sampling time to half.,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,1.4000000000002899E-3,<0.001,N,NA,NA,NA,,,,
22,STTD_2023-01-12 10:10:00,NA,STTD,1/12/2023,3,10:10:00,1/12/2023 10:10,D,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,Y,500,NA,NA,1,5,Reg,860192,866218,Reduced sampling time to half.,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,4.9000000000001265E-3,<0.001,N,NA,NA,NA,,,,
23,STTD_2023-01-12 10:10:00,NA,STTD,1/12/2023,3,10:10:00,1/12/2023 10:10,D,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,Y,500,NA,NA,1,5,Reg,860192,866218,Reduced sampling time to half.,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,5.8000000000002494E-3,<0.001,N,NA,NA,NA,,,,
24,STTD_2023-01-12 10:10:00,NA,STTD,1/12/2023,3,10:10:00,1/12/2023 10:10,D,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,Y,500,NA,NA,1,5,Reg,860192,866218,Reduced sampling time to half.,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,8.1000000000002181E-3,<0.001,N,NA,NA,NA,,,,
25,STTD_2023-01-12 10:10:00,NA,STTD,1/12/2023,3,10:10:00,1/12/2023 10:10,D,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,Y,500,NA,NA,1,5,Reg,860192,866218,Reduced sampling time to half.,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,1.1000000000001009E-3,<0.001,N,NA,NA,NA,,,,
26,STTD_2023-01-12 10:10:00,NA,STTD,1/12/2023,3,10:10:00,1/12/2023 10:10,D,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,Y,500,NA,NA,1,5,Reg,860192,866218,Reduced sampling time to half.,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,2.2999999999999687E-3,<0.001,N,NA,NA,NA,,,,
27,STTD_2023-01-12 10:10:00,NA,STTD,1/12/2023,3,10:10:00,1/12/2023 10:10,D,3,NA,Surface Irradiance changed to 1794.9 was 1764.9,Y,500,NA,NA,1,5,Reg,860192,866218,Reduced sampling time to half.,NA,NA,20230112_1010_STTD_DRIFT,Drift Invertebrates,1.4999999999996128E-3,<0.001,N,NA,NA,NA,,,,
28,SHR_2023-01-23 09:22:00,NA,SHR,1/23/2023,1,9:22:00,1/23/2023 9:22,D,1,"Flow may not be over bank, but water is receeding from overtopping event (to account for 10d post overtopping).",NA,N,500,NA,NA,1,10,Low,894448,887602,Velocity @FPT CDEC station was ~3.10ft/sec morning of sampling.,NA,NA,20230123_922_SHR_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
29,SHR_2023-01-23 09:22:00,NA,SHR,1/23/2023,1,9:22:00,1/23/2023 9:22,D,1,"Flow may not be over bank, but water is receeding from overtopping event (to account for 10d post overtopping).",NA,N,500,NA,NA,1,10,Low,894448,887602,Velocity @FPT CDEC station was ~3.10ft/sec morning of sampling.,NA,NA,20230123_922_SHR_DRIFT,Drift Invertebrates,5.1999999999998714E-3,<0.001,N,NA,NA,NA,,,,
30,SHR_2023-01-23 09:22:00,NA,SHR,1/23/2023,1,9:22:00,1/23/2023 9:22,D,1,"Flow may not be over bank, but water is receeding from overtopping event (to account for 10d post overtopping).",NA,N,500,NA,NA,1,10,Low,894448,887602,Velocity @FPT CDEC station was ~3.10ft/sec morning of sampling.,NA,NA,20230123_922_SHR_DRIFT,Drift Invertebrates,1.3000000000000789E-3,<0.001,N,NA,NA,NA,,,,
31,STTD_2023-03-16 09:34:00,NA,STTD,3/16/2023,3,9:34:00,3/16/2023 9:34,D,2,NA,NA,Y,500,NA,NA,1,5,Reg,1100,4464,Reduced tow time 1/2. RSTR moved to side of channel & sampled on port side,NA,NA,20230316_934_STTD_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
32,STTD_2023-03-16 09:34:00,NA,STTD,3/16/2023,3,9:34:00,3/16/2023 9:34,D,2,NA,NA,Y,500,NA,NA,1,5,Reg,1100,4464,Reduced tow time 1/2. RSTR moved to side of channel & sampled on port side,NA,NA,20230316_934_STTD_DRIFT,Drift Invertebrates,1.3999999999998458E-3,<0.001,N,NA,NA,NA,,,,
33,STTD_2023-03-16 09:34:00,NA,STTD,3/16/2023,3,9:34:00,3/16/2023 9:34,D,2,NA,NA,Y,500,NA,NA,1,5,Reg,1100,4464,Reduced tow time 1/2. RSTR moved to side of channel & sampled on port side,NA,NA,20230316_934_STTD_DRIFT,Drift Invertebrates,1.1000000000001009E-3,<0.001,N,NA,NA,NA,,,,
34,SHR_2023-03-17 08:34:00,NA,SHR,3/17/2023,3,8:34:00,3/17/2023 8:34,D,1,Strong flow velocity.,NA,N,500,NA,NA,1,10,Reg,4900,21995,Sampled from Sherwood Harbor,NA,NA,20230317_834_SHR_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
35,SHR_2023-03-17 08:34:00,NA,SHR,3/17/2023,3,8:34:00,3/17/2023 8:34,D,1,Strong flow velocity.,NA,N,500,NA,NA,1,10,Reg,4900,21995,Sampled from Sherwood Harbor,NA,NA,20230317_834_SHR_DRIFT,Drift Invertebrates,2.5699999999999612E-2,3.9999999999995595E-3,N,NA,NA,NA,,,,
36,SHR_2023-03-17 08:34:00,NA,SHR,3/17/2023,3,8:34:00,3/17/2023 8:34,D,1,Strong flow velocity.,NA,N,500,NA,NA,1,10,Reg,4900,21995,Sampled from Sherwood Harbor,NA,NA,20230317_834_SHR_DRIFT,Drift Invertebrates,1.7000000000000348E-3,<0.001,N,NA,NA,NA,,,,
37,SHR_2023-03-17 08:34:00,NA,SHR,3/17/2023,3,8:34:00,3/17/2023 8:34,D,1,Strong flow velocity.,NA,N,500,NA,NA,1,10,Reg,4900,21995,Sampled from Sherwood Harbor,NA,NA,20230317_834_SHR_DRIFT,Drift Invertebrates,1.000000000000334E-3,<0.001,N,NA,NA,NA,,,,
38,SHR_2023-03-17 08:34:00,NA,SHR,3/17/2023,3,8:34:00,3/17/2023 8:34,D,1,Strong flow velocity.,NA,N,500,NA,NA,1,10,Reg,4900,21995,Sampled from Sherwood Harbor,NA,NA,20230317_834_SHR_DRIFT,Drift Invertebrates,1.3000000000000789E-3,<0.001,N,NA,NA,NA,,,,
39,SHR_2023-03-17 08:34:00,NA,SHR,3/17/2023,3,8:34:00,3/17/2023 8:34,D,1,Strong flow velocity.,NA,N,500,NA,NA,1,10,Reg,4900,21995,Sampled from Sherwood Harbor,NA,NA,20230317_834_SHR_DRIFT,Drift Invertebrates,3.0999999999998806E-3,<0.001,N,NA,NA,NA,,,,
40,SHR_2023-04-03 07:01:00,NA,SHR,4/3/2023,3,7:01:00,4/3/2023 7:01,D,1,lots of sediment in water,Changed sp.cond from 113 to 133,N,500,NA,NA,1,10,Low,58131,51221,Lots of sediment in water,NA,NA,20230403_701_SHR_DRIFT,Drift Invertebrates,1.3999999999998458E-3,<0.001,N,NA,NA,NA,,,,
41,SHR_2023-04-03 07:01:00,NA,SHR,4/3/2023,3,7:01:00,4/3/2023 7:01,D,1,lots of sediment in water,Changed sp.cond from 113 to 133,N,500,NA,NA,1,10,Low,58131,51221,Lots of sediment in water,NA,NA,20230403_701_SHR_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
42,SHR_2023-04-03 07:01:00,NA,SHR,4/3/2023,3,7:01:00,4/3/2023 7:01,D,1,lots of sediment in water,Changed sp.cond from 113 to 133,N,500,NA,NA,1,10,Low,58131,51221,Lots of sediment in water,NA,NA,20230403_701_SHR_DRIFT,Drift Invertebrates,1.1000000000001009E-3,<0.001,N,NA,NA,NA,,,,
43,SHR_2023-04-03 07:01:00,NA,SHR,4/3/2023,3,7:01:00,4/3/2023 7:01,D,1,lots of sediment in water,Changed sp.cond from 113 to 133,N,500,NA,NA,1,10,Low,58131,51221,Lots of sediment in water,NA,NA,20230403_701_SHR_DRIFT,Drift Invertebrates,2.2999999999999687E-3,<0.001,N,NA,NA,NA,,,,
44,SHR_2023-05-02 09:37:00,NA,SHR,5/2/2023,3,9:37:00,5/2/2023 9:37,D,1,Cloudy for light attenuation,NA,N,500,NA,NA,1,10,Low,5033,989491,Went around the horn on flowmeter revs (3266 revs),NA,NA,20230502_937_SHR_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
45,SHR_2023-05-02 09:37:00,NA,SHR,5/2/2023,3,9:37:00,5/2/2023 9:37,D,1,Cloudy for light attenuation,NA,N,500,NA,NA,1,10,Low,5033,989491,Went around the horn on flowmeter revs (3266 revs),NA,NA,20230502_937_SHR_DRIFT,Drift Invertebrates,2.6999999999999247E-3,<0.001,N,NA,NA,NA,,,,
46,SHR_2023-05-02 09:37:00,NA,SHR,5/2/2023,3,9:37:00,5/2/2023 9:37,D,1,Cloudy for light attenuation,NA,N,500,NA,NA,1,10,Low,5033,989491,Went around the horn on flowmeter revs (3266 revs),NA,NA,20230502_937_SHR_DRIFT,Drift Invertebrates,1.000000000000334E-3,<0.001,N,NA,NA,NA,,,,
47,SHR_2023-05-02 09:37:00,NA,SHR,5/2/2023,3,9:37:00,5/2/2023 9:37,D,1,Cloudy for light attenuation,NA,N,500,NA,NA,1,10,Low,5033,989491,Went around the horn on flowmeter revs (3266 revs),NA,NA,20230502_937_SHR_DRIFT,Drift Invertebrates,<0.001,<0.001,Y,NA,NA,NA,,,,
48,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
49,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,2.5999999999997137E-3,<0.001,Y,NA,NA,NA,,,,
50,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,3.6999999999998145E-3,<0.001,N,NA,NA,NA,,,,
51,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,3.0000000000001137E-3,<0.001,N,NA,NA,NA,,,,
52,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,3.4000000000000696E-3,<0.001,N,NA,NA,NA,,,,
53,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,2.8999999999999027E-3,<0.001,N,NA,NA,NA,,,,
54,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,1.5000000000000568E-3,<0.001,Y,NA,NA,NA,,,,
55,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,3.7000000000002586E-3,<0.001,N,NA,NA,NA,,,,
56,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,3.7400000000000322E-2,1.1900000000000244E-2,Y,NA,NA,NA,,,,
57,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,3.2000000000000917E-3,<0.001,N,NA,NA,NA,,,,
58,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,1.1000000000001009E-3,<0.001,N,NA,NA,NA,,,,
59,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,2.6000000000001577E-3,<0.001,N,NA,NA,NA,,,,
60,SHR_2023-05-31 08:06:00,NA,SHR,5/31/2023,1,8:06:00,5/31/2023 8:06,D,1,Strong current. Heavy silt,NA,N,500,NA,NA,1,10,Low,968241,957202,Boat motor used,NA,NA,20230531_806_SHR_DRIFT,Drift Invertebrates,5.3999999999998494E-3,<0.001,N,NA,NA,NA,,,,
61,SHR_2023-06-27 08:53:00,NA,SHR,6/27/2023,2,8:53:00,6/27/2023 8:53,D,1,last measurement recorded at total depth of pole (2.19m).,NA,N,500,NA,NA,1,10,Low,993386,985887,live zoop tow:10 mins,NA,NA,20230627_853_SHR_DRIFT,Drift Invertebrates,<0.001,<0.001,N,NA,NA,NA,,,,
62,SHR_2023-06-27 08:53:00,NA,SHR,6/27/2023,2,8:53:00,6/27/2023 8:53,D,1,last measurement recorded at total depth of pole (2.19m).,NA,N,500,NA,NA,1,10,Low,993386,985887,live zoop tow:10 mins,NA,NA,20230627_853_SHR_DRIFT,Drift Invertebrates,2.4999999999999467E-3,<0.001,N,NA,NA,NA,,,,
